salario,salario_reale,eta,istruzione,annistruzione,genere,cittadinanza,tiponucleo,area5,area3,regione,statocivile,oredilavoro,qualifica,contratto,settore,peso
1500,1469.4244604316546,51,3,8,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Valle d'Aosta,Separato/a o divorziato/a,40,Operaio,A tempo pieno,"Fornitura di energia elettrica, gas, vapore e aria condizionata",63.4
1100,1077.57793764988,21,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),1860.5
1400,1371.462829736211,28,5,13,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Umbria,Coniugato/a,18,Quadro,A tempo parziale (part-time),Istruzione,443.7
1500,1469.4244604316546,30,5,13,Maschio,Cittadino italiano,Coppia senza figli,Centro,Centro,Umbria,Coniugato/a,40,Quadro,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,443.7
1600,1567.3860911270983,53,8,16,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,181.1
1400,1371.462829736211,59,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,36,Impiegato,A tempo pieno,Servizi postali e attività di corriere,181.1
1800,1763.3093525179854,57,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Impiegato,A tempo pieno,Industrie alimentari,746
750,734.7122302158273,43,10,18,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,25,Impiegato,A tempo parziale (part-time),Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,1859.2
1900,1861.2709832134292,52,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Quadro,A tempo pieno,"Produzione di software, consulenza informatica e attività connesse",1048.5
1200,1175.5395683453237,25,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di articoli in gomma e materie plastiche,337.5
2000,1959.2326139088727,59,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Impiegato,A tempo pieno,Attività dei servizi di ristorazione,287.8
1200,1175.5395683453237,25,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,287.8
940,920.8393285371702,44,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,30,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),1303.4
1300,1273.5011990407672,45,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Centro,Centro,Marche,Separato/a o divorziato/a,32,Impiegato,A tempo parziale (part-time),Attività legali e contabilità,365.4
1000,979.6163069544364,53,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Valle d'Aosta,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Attività legali e contabilità,25.2
2200,2155.15587529976,60,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,36,Quadro,A tempo pieno,Istruzione,309.7
3000,2938.848920863309,59,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,45,Dirigente,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),309.7
1320,1293.093525179856,53,4,11,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,40,Impiegato,A tempo pieno,Assistenza sociale non residenziale,250.3
1240,1214.7242206235012,56,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,45,Impiegato,A tempo pieno,Servizi postali e attività di corriere,250.3
430,421.23501199040766,22,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Celibe/nubile,30,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,250.3
810,793.4892086330934,25,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,250.3
1500,1469.4244604316546,46,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",537.3
1500,1469.4244604316546,56,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Coniugato/a,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,649.4
1200,1175.5395683453237,54,3,8,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Coniugato/a,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",649.4
1300,1273.5011990407672,25,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Celibe/nubile,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,649.4
1170,1146.151079136691,30,8,16,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Impiegato,A tempo pieno,Istruzione,213.8
1700,1665.347721822542,56,5,13,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Impiegato,A tempo pieno,"Fabbr. di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi",197.5
1600,1567.3860911270983,35,12,19,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Impiegato,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,243.2
800,783.6930455635492,52,5,13,Femmina,cittadino straniero UE,Coppia senza figli,Nord-Est,Nord,Veneto,Celibe/nubile,24,Impiegato,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,148.5
1300,1273.5011990407672,32,5,13,Maschio,cittadino straniero UE,Coppia senza figli,Isole,Mezzogiorno,Sardegna,Celibe/nubile,40,Operaio,A tempo pieno,Costruzione di edifici,1256.5
1800,1763.3093525179854,48,5,13,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,48,Operaio,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",262.2
2130,2086.5827338129493,55,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,54,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",122.5
1450,1420.4436450839328,55,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,38,Impiegato,A tempo pieno,Servizi di assistenza sociale residenziale,122.5
2050,2008.2134292565945,27,12,19,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Impiegato,A tempo pieno,Attività degli studi di architettura e d'ingegneria; collaudi ed analisi tecniche,122.5
2100,2057.1942446043163,58,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),545.2
1000,979.6163069544364,37,5,13,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Lombardia,Celibe/nubile,30,Impiegato,A tempo parziale (part-time),"Attività di ricerca, selezione, fornitura di personale",1722.1
1450,1420.4436450839328,25,8,16,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Veneto,Celibe/nubile,40,Impiegato,A tempo pieno,Assistenza sanitaria,1102.1
820,803.2853717026378,51,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,25,Impiegato,A tempo parziale (part-time),Attività di noleggio e leasing operativo,257.4
400,391.8465227817746,22,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,15,Impiegato,A tempo parziale (part-time),Attività di noleggio e leasing operativo,257.4
1620,1586.9784172661869,42,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,211.1
1160,1136.3549160671462,32,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,48,Operaio,A tempo pieno,Servizi di vigilanza e investigazione,591.6
1300,1273.5011990407672,42,5,13,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),1242.9
800,783.6930455635492,49,3,8,Femmina,cittadino straniero UE,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,25,Operaio,A tempo parziale (part-time),Servizi di assistenza sociale residenziale,293.4
1400,1371.462829736211,49,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Fabbricazione di mobili,362.1
1480,1449.8321342925658,46,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),472.8
3000,2938.848920863309,56,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,50,Dirigente,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),831.3
1400,1371.462829736211,40,5,13,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,555.4
1500,1469.4244604316546,34,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Umbria,Celibe/nubile,40,Impiegato,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,427.1
1200,1175.5395683453237,51,5,13,Maschio,cittadino straniero UE,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",197
1200,1175.5395683453237,48,4,11,Femmina,cittadino straniero UE,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,197
1490,1459.6282973621103,24,5,13,Maschio,cittadino straniero UE,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",197
1000,979.6163069544364,22,5,13,Femmina,cittadino straniero UE,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,30,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),197
1000,979.6163069544364,25,5,13,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,40,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),878.1
1800,1763.3093525179854,43,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,35,Impiegato,A tempo parziale (part-time),Altre attività di servizi per la persona,696.5
1000,979.6163069544364,36,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,24,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),299.9
1330,1302.8896882494005,54,3,8,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,40,Impiegato,A tempo pieno,"Produzione di software, consulenza informatica e attività connesse",365.9
350,342.86570743405275,53,3,8,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,15,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,365.9
1300,1273.5011990407672,31,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Marche,Celibe/nubile,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,553
1270,1244.1127098321342,36,3,8,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Marche,Celibe/nubile,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,528.6
1400,1371.462829736211,39,10,18,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Lazio,Coniugato/a,25,Impiegato,A tempo pieno,Istruzione,390.4
730,715.1199040767385,61,4,11,Maschio,Cittadino italiano,Monogenitore maschio,Nord-Est,Nord,Emilia Romagna,Separato/a o divorziato/a,40,Operaio,A tempo parziale (part-time),Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,1620.4
700,685.7314148681055,29,4,11,Femmina,Cittadino italiano,Monogenitore maschio,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,1620.4
1000,979.6163069544364,22,3,8,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,50,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),576.3
1200,1175.5395683453237,35,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,40,Operaio,A tempo pieno,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,1907.1
800,783.6930455635492,27,4,11,Femmina,cittadino straniero non UE,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,40,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,1907.1
1680,1645.7553956834531,34,8,16,Femmina,Cittadino italiano,Monogenitore femmina,Centro,Centro,Umbria,Celibe/nubile,36,Quadro,A tempo pieno,Assistenza sanitaria,226.1
1500,1469.4244604316546,31,13,22,Femmina,cittadino straniero non UE,Persona isolata,Centro,Centro,Lazio,Celibe/nubile,40,Impiegato,A tempo pieno,Organizzazioni ed organismi extraterritoriali,2822.3
2000,1959.2326139088727,52,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Quadro,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),620.6
1500,1469.4244604316546,60,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,36,Impiegato,A tempo pieno,Istruzione,2210.1
3000,2938.848920863309,50,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,40,Quadro,A tempo pieno,Assistenza sanitaria,2870.3
1400,1371.462829736211,46,9,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,40,Quadro,A tempo pieno,Assistenza sanitaria,2870.3
1400,1371.462829736211,63,3,8,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Umbria,Celibe/nubile,36,Impiegato,A tempo pieno,Istruzione,389.7
1500,1469.4244604316546,41,2,5,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Valle d'Aosta,Coniugato/a,48,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",35.6
700,685.7314148681055,49,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,30,Operaio,A tempo parziale (part-time),Lavori di costruzione specializzati,2153.7
300,293.8848920863309,46,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,10,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,2153.7
1260,1234.31654676259,58,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Valle d'Aosta,Separato/a o divorziato/a,36,Operaio,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,31.3
1800,1763.3093525179854,51,5,13,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,38,Impiegato,A tempo pieno,"Raccolta, trattamento e fornitura di acqua",913.7
1200,1175.5395683453237,43,2,5,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Costruzione di edifici,1413.2
400,391.8465227817746,43,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,15,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,1413.2
1310,1283.2973621103115,62,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Centro,Centro,Lazio,Separato/a o divorziato/a,24,Impiegato,A tempo pieno,Istruzione,500.6
3000,2938.848920863309,49,13,22,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Celibe/nubile,50,Dirigente,A tempo pieno,Istruzione,794.5
1370,1342.0743405275778,58,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,40,Impiegato,A tempo pieno,Telecomunicazioni,126.4
1150,1126.558752997602,21,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Celibe/nubile,40,Operaio,A tempo pieno,"Fabbr. di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi",126.4
1900,1861.2709832134292,59,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,Metallurgia,967.3
740,724.9160671462829,20,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,18,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),967.3
1600,1567.3860911270983,51,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,560.3
2000,1959.2326139088727,52,10,18,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,560.3
1800,1763.3093525179854,53,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,48,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),850.4
800,783.6930455635492,55,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,30,Operaio,A tempo parziale (part-time),Altre attività di servizi per la persona,850.4
1800,1763.3093525179854,58,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,36,Impiegato,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",800.3
3000,2938.848920863309,62,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,38,Quadro,A tempo pieno,Attività di organizzazioni associative,645.4
1100,1077.57793764988,58,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,35,Operaio,A tempo parziale (part-time),Alloggio,645.4
1000,979.6163069544364,28,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,30,Impiegato,A tempo parziale (part-time),Istruzione,645.4
3000,2938.848920863309,51,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Dirigente,A tempo pieno,Attività di servizi per edifici e paesaggio,341.3
1360,1332.2781774580335,45,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,31,Impiegato,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,341.3
1050,1028.597122302158,62,1,0,Femmina,Cittadino italiano,Coppia senza figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,36,Operaio,A tempo pieno,Attività di servizi per edifici e paesaggio,457.1
1100,1077.57793764988,60,3,8,Maschio,Cittadino italiano,Monogenitore femmina,Centro,Centro,Marche,Celibe/nubile,56,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,212.6
1500,1469.4244604316546,44,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Lazio,Celibe/nubile,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,350.3
1600,1567.3860911270983,52,5,13,Maschio,cittadino straniero non UE,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di mobili,1724.5
1500,1469.4244604316546,63,10,18,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,20,Quadro,A tempo pieno,Istruzione,422.2
800,783.6930455635492,22,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,24,Impiegato,A tempo parziale (part-time),Trasporto terrestre e trasporto mediante condotte,359.9
1500,1469.4244604316546,52,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Calabria,Coniugato/a,36,Operaio,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,280.2
700,685.7314148681055,21,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Calabria,Celibe/nubile,48,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),280.2
600,587.7697841726618,32,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Celibe/nubile,20,Impiegato,A tempo parziale (part-time),Attività dei servizi di ristorazione,1222
1200,1175.5395683453237,31,5,13,Femmina,Cittadino italiano,Persona isolata,Centro,Centro,Lazio,Celibe/nubile,38,Impiegato,A tempo pieno,Assistenza sociale non residenziale,723.5
1690,1655.5515587529974,65,5,13,Maschio,Cittadino italiano,Persona isolata,Isole,Mezzogiorno,Sicilia,Vedovo/a,40,Dirigente,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",372.2
2480,2429.4484412470024,36,10,18,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,50,Dirigente,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,542
1600,1567.3860911270983,43,2,5,Maschio,cittadino straniero non UE,Persona isolata,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",1347.6
1700,1665.347721822542,51,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),177.9
900,881.6546762589927,49,3,8,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,20,Operaio,A tempo parziale (part-time),Industrie alimentari,177.9
800,783.6930455635492,51,2,5,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Emilia Romagna,Vedovo/a,10,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,1027.2
1100,1077.57793764988,44,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,30,Impiegato,A tempo pieno,Attività dei servizi di ristorazione,564.7
1400,1371.462829736211,45,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Operaio,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,564.7
1700,1665.347721822542,59,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Ovest,Nord,Liguria,Vedovo/a,40,Impiegato,A tempo pieno,Fabbricazione di altri mezzi di trasporto,506.4
1400,1371.462829736211,46,5,13,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Calabria,Celibe/nubile,42,Impiegato,A tempo pieno,Assistenza sanitaria,629.8
1700,1665.347721822542,55,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,18,Impiegato,A tempo pieno,Istruzione,307.2
1600,1567.3860911270983,27,8,16,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Toscana,Celibe/nubile,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),2395.5
800,783.6930455635492,39,4,11,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Est,Nord,Veneto,Separato/a o divorziato/a,25,Impiegato,A tempo parziale (part-time),Assistenza sanitaria,569
1200,1175.5395683453237,51,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,25,Impiegato,A tempo parziale (part-time),Istruzione,141.8
1240,1214.7242206235012,29,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Molise,Celibe/nubile,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",296.2
800,783.6930455635492,25,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Molise,Celibe/nubile,40,Operaio,A tempo pieno,Industrie alimentari,296.2
1600,1567.3860911270983,63,7,15,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,20,Impiegato,A tempo pieno,Istruzione,1497.8
1100,1077.57793764988,47,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,19,Impiegato,A tempo parziale (part-time),Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,143.8
610,597.5659472422062,19,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,9,Impiegato,A tempo parziale (part-time),"Attività di biblioteche, archivi, musei ed altre attività culturali",143.8
2200,2155.15587529976,27,3,8,Maschio,cittadino straniero non UE,Coppia senza figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Impiegato,A tempo pieno,Attività dei servizi di ristorazione,670.7
1600,1567.3860911270983,62,5,13,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,569.4
1500,1469.4244604316546,34,9,18,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,36,Quadro,A tempo pieno,Istruzione,569.4
1450,1420.4436450839328,35,9,18,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,18,Impiegato,A tempo pieno,Istruzione,191.5
990,969.820143884892,28,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,24,Operaio,A tempo parziale (part-time),Industrie alimentari,2029.4
